5.292000	09.935	1017.291	13.580E-3
6.816000	09.676	1017.271	13.580E-3
8.151000	09.457	1017.254	13.575E-3
9.486000	09.159	1017.264	13.565E-3
10.838000	09.022	1017.241	13.575E-3
12.175000	08.813	1017.224	13.145E-3
13.511000	08.664	1017.216	13.090E-3
14.851000	08.457	1017.227	14.120E-3
16.187000	08.399	1017.213	14.170E-3
17.527000	08.275	1017.220	14.165E-3
18.864000	08.256	1017.225	14.150E-3
20.201000	08.181	1017.229	14.145E-3
21.536000	08.120	1017.174	14.120E-3
22.872000	08.059	1017.209	14.100E-3
24.208000	08.011	1017.217	14.065E-3
25.544000	07.953	1017.245	14.070E-3
26.884000	07.924	1017.233	14.095E-3
28.219000	07.928	1017.256	14.105E-3
29.557000	07.888	1017.228	14.115E-3
30.892000	07.899	1017.249	14.120E-3
32.227000	07.881	1017.190	14.125E-3
33.565000	07.886	1017.223	14.140E-3
34.900000	07.874	1017.242	14.130E-3
36.236000	07.836	1017.313	14.140E-3
37.572000	07.828	1017.299	14.150E-3
38.908000	07.780	1017.272	14.150E-3
40.243000	07.740	1017.269	14.145E-3
41.580000	07.723	1017.216	14.150E-3
43.136000	07.761	1017.284	14.145E-3
44.472000	07.796	1017.272	14.145E-3
45.808000	07.839	1017.267	14.145E-3
47.174000	07.871	1017.254	14.145E-3
48.510000	07.883	1017.256	14.140E-3
49.844000	07.914	1017.245	14.150E-3
51.182000	07.885	1017.240	14.150E-3
52.519000	07.890	1017.288	14.165E-3
53.855000	07.911	1017.228	14.165E-3
55.191000	07.932	1017.254	14.155E-3
56.528000	07.977	1017.216	14.155E-3
57.867000	08.055	1017.262	14.150E-3
59.203000	08.102	1017.289	14.150E-3
60.544000	08.139	1017.293	14.170E-3
61.886000	08.187	1017.251	14.145E-3
63.225000	08.218	1017.243	14.150E-3
64.562000	08.274	1017.277	14.165E-3
65.900000	08.297	1017.306	14.150E-3
67.239000	08.313	1017.301	14.125E-3
68.579000	08.326	1017.313	14.125E-3
69.914000	08.344	1017.278	14.080E-3
71.251000	08.414	1017.332	14.125E-3
72.591000	08.468	1017.336	14.115E-3
73.932000	08.474	1017.332	14.125E-3
75.272000	08.560	1017.298	14.125E-3
76.612000	08.610	1017.310	14.125E-3
77.952000	08.623	1017.310	14.125E-3
79.292000	08.676	1017.296	14.130E-3
80.633000	08.725	1017.318	14.125E-3
81.972000	08.766	1017.351	14.125E-3
83.312000	08.822	1017.294	14.125E-3
84.652000	08.850	1017.294	14.125E-3
85.991000	08.866	1017.245	14.130E-3
87.332000	08.877	1017.234	14.125E-3
88.673000	08.924	1017.271	14.130E-3
90.011000	08.921	1017.248	14.140E-3
91.352000	08.957	1017.244	14.130E-3
92.692000	08.988	1017.249	14.145E-3
94.032000	09.011	1017.223	14.155E-3
95.373000	09.008	1017.212	14.155E-3
96.712000	08.994	1017.210	14.150E-3
98.052000	08.999	1017.248	14.155E-3
99.393000	09.013	1017.260	14.150E-3
100.732000	09.068	1017.188	14.150E-3
102.072000	09.128	1017.204	14.150E-3
103.412000	09.149	1017.187	14.145E-3
104.752000	09.148	1017.184	14.155E-3
106.092000	09.145	1017.197	14.155E-3
107.432000	09.129	1017.153	14.150E-3
108.798000	09.154	1017.160	14.150E-3
110.139000	09.183	1017.118	14.150E-3
111.479000	09.211	1017.191	14.150E-3
112.819000	09.214	1017.185	14.165E-3
114.159000	09.182	1017.181	14.155E-3
115.499000	09.162	1017.134	14.155E-3
116.840000	09.193	1017.131	14.150E-3
118.181000	09.220	1017.166	14.155E-3
119.520000	09.200	1017.156	14.165E-3
120.861000	09.188	1017.173	14.155E-3
122.202000	09.166	1017.202	14.165E-3
123.546000	09.144	1017.146	14.180E-3
124.883000	09.113	1017.182	14.175E-3
126.226000	09.101	1017.178	14.175E-3
127.566000	09.012	1017.162	14.165E-3
128.906000	08.877	1017.211	14.155E-3
130.246000	08.587	1017.192	14.170E-3
131.586000	08.317	1017.211	14.155E-3
132.927000	07.970	1017.186	14.140E-3
134.268000	07.475	1017.203	14.055E-3
135.607000	07.010	1017.242	13.600E-3
136.948000	06.610	1017.217	8.640E-3
138.263000	06.264	1017.245	7.235E-3
139.578000	06.061	1017.242	6.370E-3
140.893000	05.861	1017.233	5.745E-3
142.209000	05.703	1017.193	5.935E-3
143.524000	05.508	1017.208	5.150E-3
144.839000	05.309	1017.223	4.490E-3
146.155000	05.105	1017.211	4.365E-3
147.469000	04.952	1017.230	4.305E-3
148.785000	04.839	1017.255	4.345E-3
150.100000	04.733	1017.249	4.240E-3
151.415000	04.644	1017.249	4.250E-3
152.732000	04.579	1017.300	4.305E-3
154.046000	04.547	1017.257	4.295E-3
155.360000	04.516	1017.259	4.315E-3
156.677000	04.483	1017.312	4.290E-3
157.991000	04.453	1017.287	4.300E-3
159.306000	04.428	1017.243	4.225E-3
160.621000	04.411	1017.327	4.300E-3
161.936000	04.402	1017.260	4.300E-3
163.252000	04.394	1017.232	4.315E-3
164.567000	04.391	1017.277	4.365E-3
165.883000	04.387	1017.298	4.325E-3
167.198000	04.386	1017.332	4.315E-3
168.514000	04.383	1017.305	4.265E-3
169.829000	04.382	1017.251	4.350E-3
171.144000	04.381	1017.242	4.345E-3
172.459000	04.380	1017.264	4.355E-3
173.775000	04.379	1017.281	4.325E-3
175.090000	04.379	1017.294	4.350E-3
176.410000	04.379	1017.280	4.345E-3
177.728000	04.379	1017.280	4.350E-3
179.043000	04.378	1017.298	4.270E-3
180.358000	04.378	1017.293	4.330E-3
181.673000	04.378	1017.265	4.350E-3
182.992000	04.378	1017.214	4.340E-3
184.311000	04.379	1017.219	4.320E-3
185.627000	04.379	1017.203	4.275E-3
186.943000	04.379	1017.233	4.250E-3
188.259000	04.379	1017.245	4.275E-3
189.573000	04.379	1017.228	4.250E-3
190.889000	04.379	1017.259	4.325E-3
192.204000	04.379	1017.242	4.315E-3
193.519000	04.379	1017.218	4.340E-3
194.835000	04.378	1017.318	4.305E-3
196.150000	04.378	1017.299	4.350E-3
197.465000	04.378	1017.313	4.350E-3
198.780000	04.377	1017.256	4.265E-3
200.096000	04.377	1017.203	4.340E-3
201.411000	04.377	1017.245	4.325E-3
202.727000	04.378	1017.271	4.325E-3
204.045000	04.378	1017.227	4.330E-3
205.367000	04.379	1017.246	4.330E-3
206.677000	04.378	1017.222	4.315E-3
207.991000	04.375	1017.231	4.250E-3
209.305000	04.374	1017.205	4.245E-3
210.621000	04.374	1017.239	4.340E-3
211.936000	04.374	1017.160	4.340E-3
213.252000	04.375	1017.225	4.305E-3
214.572000	04.375	1017.173	4.315E-3
215.886000	04.375	1017.197	4.355E-3
217.202000	04.375	1017.185	4.325E-3
218.517000	04.375	1017.228	4.295E-3
219.837000	04.375	1017.207	4.345E-3
221.156000	04.375	1017.296	4.315E-3
222.473000	04.375	1017.267	4.340E-3
223.782000	04.375	1017.285	4.340E-3
225.098000	04.375	1017.298	4.325E-3
226.406000	04.375	1017.320	4.320E-3
227.719000	04.375	1017.277	4.320E-3
229.043000	04.375	1017.265	4.330E-3
230.360000	04.375	1017.293	4.325E-3
231.677000	04.375	1017.253	4.330E-3
232.992000	04.375	1017.246	4.315E-3
234.307000	04.375	1017.229	4.340E-3
235.625000	04.375	1017.273	4.330E-3
236.939000	04.375	1017.286	4.315E-3
238.254000	04.375	1017.266	4.295E-3
239.570000	04.375	1017.281	4.315E-3
240.885000	04.375	1017.276	4.330E-3
242.203000	04.375	1017.285	4.295E-3
243.522000	04.375	1017.283	4.300E-3
244.841000	04.375	1017.297	4.315E-3
246.158000	04.375	1017.329	4.315E-3
247.476000	04.375	1017.358	4.325E-3
248.791000	04.375	1017.330	4.295E-3
250.110000	04.375	1017.336	4.240E-3
251.426000	04.375	1017.321	4.265E-3
252.745000	04.375	1017.321	4.305E-3
254.061000	04.376	1017.393	4.345E-3
255.379000	04.375	1017.349	4.340E-3
256.704000	04.376	1017.377	4.325E-3
258.019000	04.376	1017.324	4.340E-3
259.342000	04.375	1017.352	4.330E-3
260.656000	04.376	1017.362	4.330E-3
261.980000	04.376	1017.332	4.340E-3
263.298000	04.376	1017.273	4.350E-3
264.617000	04.376	1017.297	4.345E-3
265.936000	04.376	1017.293	4.340E-3
267.249000	04.376	1017.334	4.295E-3
268.567000	04.376	1017.333	4.325E-3
269.884000	04.376	1017.346	4.365E-3
271.202000	04.376	1017.307	4.330E-3
272.521000	04.376	1017.282	4.340E-3
273.840000	04.376	1017.257	4.340E-3
275.158000	04.376	1017.246	4.345E-3
276.477000	04.376	1017.260	4.340E-3
277.796000	04.376	1017.227	4.330E-3
279.115000	04.376	1017.269	4.330E-3
280.432000	04.376	1017.222	4.315E-3
281.750000	04.376	1017.188	4.330E-3
283.067000	04.376	1017.242	4.330E-3
284.386000	04.376	1017.223	4.340E-3
285.705000	04.376	1017.216	4.350E-3
287.024000	04.376	1017.249	4.350E-3
288.344000	04.376	1017.205	4.320E-3
289.664000	04.376	1017.232	4.240E-3
290.982000	04.376	1017.214	4.330E-3
292.300000	04.376	1017.251	4.325E-3
293.619000	04.376	1017.212	4.315E-3
294.936000	04.376	1017.234	4.305E-3
296.251000	04.376	1017.164	4.315E-3
297.569000	04.377	1017.212	4.350E-3
298.932000	04.377	1017.228	4.355E-3
300.248000	04.377	1017.170	4.350E-3
301.565000	04.377	1017.196	4.365E-3
302.883000	04.377	1017.182	4.370E-3
304.204000	04.376	1017.183	4.365E-3
305.524000	04.377	1017.177	4.370E-3
306.840000	04.376	1017.152	4.380E-3
308.157000	04.376	1017.209	4.095E-3
309.473000	04.376	1017.143	4.155E-3
310.789000	04.376	1017.151	4.155E-3
312.108000	04.376	1017.176	4.175E-3
313.427000	04.376	1017.210	4.195E-3
314.747000	04.376	1017.171	4.215E-3
316.065000	04.376	1017.200	4.170E-3
317.383000	04.376	1017.182	4.195E-3
318.699000	04.376	1017.251	4.190E-3
320.013000	04.376	1017.218	4.155E-3
321.330000	04.376	1017.253	4.200E-3
322.646000	04.376	1017.254	4.200E-3
323.964000	04.376	1017.280	4.130E-3
325.280000	04.376	1017.260	4.205E-3
326.599000	04.376	1017.308	4.200E-3
327.916000	04.376	1017.289	4.200E-3
329.232000	04.377	1017.316	4.200E-3
330.547000	04.377	1017.309	4.200E-3
331.864000	04.377	1017.322	4.215E-3
333.181000	04.377	1017.307	4.215E-3
334.499000	04.377	1017.341	4.190E-3
335.814000	04.377	1017.335	4.195E-3
337.131000	04.377	1017.296	4.205E-3
338.448000	04.377	1017.282	4.205E-3
339.766000	04.378	1017.291	4.215E-3
341.087000	04.378	1017.246	4.215E-3
342.406000	04.378	1017.236	4.215E-3
343.727000	04.378	1017.231	4.225E-3
345.047000	04.378	1017.260	4.190E-3
346.365000	04.378	1017.265	4.215E-3
347.685000	04.378	1017.231	4.240E-3
349.003000	04.378	1017.254	4.230E-3
350.317000	04.378	1017.249	4.230E-3
351.634000	04.378	1017.261	4.200E-3
352.954000	04.379	1017.248	4.240E-3
354.273000	04.379	1017.249	4.225E-3
355.593000	04.379	1017.238	4.150E-3
356.913000	04.379	1017.272	4.150E-3
358.231000	04.379	1017.196	4.200E-3
359.548000	04.379	1017.243	4.200E-3
360.867000	04.379	1017.166	4.200E-3
362.185000	04.379	1017.242	4.190E-3
363.502000	04.379	1017.266	4.120E-3
364.823000	04.379	1017.257	3.940E-3
366.144000	04.379	1017.188	3.930E-3
367.459000	04.379	1017.231	3.940E-3
368.775000	04.379	1017.237	3.945E-3
370.094000	04.379	1017.270	3.945E-3
371.414000	04.379	1017.203	3.950E-3
372.733000	04.379	1017.211	3.925E-3
374.052000	04.379	1017.265	3.925E-3
375.369000	04.379	1017.267	3.965E-3
376.687000	04.379	1017.266	3.965E-3
378.007000	04.380	1017.318	3.965E-3
379.322000	04.379	1017.303	3.965E-3
380.638000	04.380	1017.248	3.955E-3
381.955000	04.379	1017.274	3.955E-3
383.273000	04.380	1017.311	3.955E-3
384.590000	04.380	1017.367	3.950E-3
385.908000	04.380	1017.354	3.970E-3
387.227000	04.380	1017.408	3.965E-3
388.544000	04.380	1017.394	3.950E-3
389.860000	04.380	1017.396	3.965E-3
391.178000	04.380	1017.446	3.965E-3
392.495000	04.380	1017.431	3.970E-3
393.811000	04.380	1017.399	3.940E-3
395.126000	04.380	1017.412	3.970E-3
396.442000	04.380	1017.396	3.965E-3
397.757000	04.380	1017.346	3.965E-3
399.076000	04.380	1017.358	3.965E-3
400.393000	04.380	1017.406	3.965E-3
401.707000	04.379	1017.416	3.965E-3
403.024000	04.380	1017.365	3.955E-3
404.341000	04.380	1017.429	3.965E-3
405.658000	04.380	1017.498	3.965E-3
406.977000	04.380	1017.439	3.970E-3
408.297000	04.380	1017.459	3.965E-3
409.615000	04.380	1017.428	3.965E-3
410.931000	04.380	1017.406	3.950E-3
412.250000	04.380	1017.427	3.965E-3
413.569000	04.380	1017.397	3.950E-3
414.886000	04.380	1017.408	3.940E-3
416.206000	04.380	1017.356	3.965E-3
417.523000	04.380	1017.395	3.955E-3
418.840000	04.380	1017.349	3.925E-3
420.157000	04.380	1017.406	3.950E-3
421.471000	04.380	1017.387	3.945E-3
422.788000	04.380	1017.426	3.950E-3
424.106000	04.380	1017.425	3.955E-3
425.424000	04.380	1017.390	3.965E-3
426.745000	04.379	1017.421	3.950E-3
428.061000	04.380	1017.377	3.940E-3
429.376000	04.380	1017.425	3.950E-3
430.692000	04.380	1017.452	3.955E-3
432.015000	04.380	1017.478	3.950E-3
433.334000	04.380	1017.456	3.945E-3
434.653000	04.380	1017.487	3.945E-3
435.973000	04.380	1017.468	3.930E-3
437.292000	04.380	1017.475	3.945E-3
